gene_id	chromosome_name	description
Potra2n1c227	chr1	sp|Q9C9H6|RLP11_ARATH Receptor-like protein 11 OS=Arabidopsis thaliana OX=3702 GN=RLP11 PE=3 SV=1
Potra2n1c228	chr1	None available
Potra2n1c229	chr1	sp|Q9ET77|JPH3_MOUSE Junctophilin-3 OS=Mus musculus OX=10090 GN=Jph3 PE=1 SV=1
Potra2n1c230	chr1	sp|Q74HL7|NFR1_LACJO NADH-dependent flavin reductase subunit 1 OS=Lactobacillus johnsonii (strain CNCM I-12250 / La1 / NCC 533) OX=257314 GN=nfr1 PE=1 SV=1
Potra2n1c231	chr1	sp|Q8W4E6|HPAT1_ARATH Hydroxyproline O-arabinosyltransferase 1 OS=Arabidopsis thaliana OX=3702 GN=HPAT1 PE=1 SV=1
Potra2n1c232	chr1	sp|Q9SV77|UND_ARATH Aspartyl protease UND OS=Arabidopsis thaliana OX=3702 GN=UND PE=2 SV=1
Potra2n1c233	chr1	sp|Q9FJP6|PUB38_ARATH U-box domain-containing protein 38 OS=Arabidopsis thaliana OX=3702 GN=PUB38 PE=1 SV=1
Potra2n1c234	chr1	None available
Potra2n1c235	chr1	sp|Q9SYG2|ASIL1_ARATH Trihelix transcription factor ASIL1 OS=Arabidopsis thaliana OX=3702 GN=ASIL1 PE=1 SV=1
Potra2n1c236	chr1	sp|Q43636|TRXH_RICCO Thioredoxin H-type OS=Ricinus communis OX=3988 PE=3 SV=1
Potra2n1c237	chr1	sp|P51080|CHS7_MEDSA Chalcone synthase (Fragment) OS=Medicago sativa OX=3879 GN=CHSII PE=2 SV=1
Potra2n1c238	chr1	None available
Potra2n1c239	chr1	sp|Q9C6A1|MTEFE_ARATH Transcription termination factor MTERF15, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=MTERF15 PE=2 SV=1
Potra2n1c240	chr1	sp|Q99MY2|NUDT4_RAT Diphosphoinositol polyphosphate phosphohydrolase 2 OS=Rattus norvegicus OX=10116 GN=Nudt4 PE=2 SV=1
Potra2n1c241	chr1	sp|Q9SUQ3|Y4374_ARATH Probable inactive receptor kinase At4g23740 OS=Arabidopsis thaliana OX=3702 GN=At4g23740 PE=1 SV=1
Potra2n1c242	chr1	None available
Potra2n1c243	chr1	None available
Potra2n1c244	chr1	sp|Q9SLV1|ZW2_ARATH Protein ZW2 OS=Arabidopsis thaliana OX=3702 GN=ZW2 PE=2 SV=1
Potra2n1c245	chr1	sp|Q0MQA3|NDUA6_PONPY NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Pongo pygmaeus OX=9600 GN=NDUFA6 PE=2 SV=3
Potra2n1c246	chr1	sp|Q5AXT6|PPIL2_EMENI Peptidyl-prolyl cis-trans isomerase-like 2 OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=cyp8 PE=3 SV=1
Potra2n1c247	chr1	sp|Q8RX56|UNC13_ARATH Protein unc-13 homolog OS=Arabidopsis thaliana OX=3702 GN=PATROL1 PE=2 SV=1
Potra2n1c248	chr1	sp|B4JWL5|ANM7_DROGR Protein arginine N-methyltransferase 7 OS=Drosophila grimshawi OX=7222 GN=Art7 PE=3 SV=1
Potra2n1c249	chr1	sp|Q9FM80|MTEF9_ARATH Transcription termination factor MTERF9, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=MTERF9 PE=2 SV=1
Potra2n1c250	chr1	None available
Potra2n1c251	chr1	None available
Potra2n1c252	chr1	sp|Q10941|UGT46_CAEEL Putative UDP-glucuronosyltransferase ugt-46 OS=Caenorhabditis elegans OX=6239 GN=ugt-46 PE=1 SV=1
Potra2n1c253	chr1	sp|Q06SF4|RPOB2_STIHE DNA-directed RNA polymerase subunit beta C-terminal section OS=Stigeoclonium helveticum OX=55999 GN=rpoB2 PE=3 SV=1
Potra2n1c254	chr1	sp|Q08I43|ERI1_SCHPO 3'-5' exonuclease eri1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=eri1 PE=1 SV=1
Potra2n1c255	chr1	None available
Potra2n1c256	chr1	None available
Potra2n1c257	chr1	sp|G5EDT1|LIN35_CAEEL Retinoblastoma-like protein homolog lin-35 OS=Caenorhabditis elegans OX=6239 GN=lin-35 PE=1 SV=1
Potra2n1c258	chr1	sp|Q9BPQ5|PIGM_TRYB2 GPI mannosyltransferase 1 OS=Trypanosoma brucei brucei (strain 927/4 GUTat10.1) OX=185431 GN=PIGM PE=2 SV=2
Potra2n1c259	chr1	sp|O80854|B561L_ARATH Cytochrome b561 domain-containing protein At2g30890 OS=Arabidopsis thaliana OX=3702 GN=At2g30890 PE=2 SV=1
Potra2n1c260	chr1	sp|Q9URT2|YJU3_SCHPO Uncharacterized protein P25A2.03 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCP25A2.03 PE=1 SV=1
Potra2n1c261	chr1	sp|A8MQN2|LNK1_ARATH Protein LNK1 OS=Arabidopsis thaliana OX=3702 GN=LNK1 PE=1 SV=1
Potra2n1c262	chr1	sp|O22227|MIZ1_ARATH Protein MIZU-KUSSEI 1 OS=Arabidopsis thaliana OX=3702 GN=MIZ1 PE=1 SV=1
Potra2n1c263	chr1	sp|P46559|CKB2_CAEEL Choline kinase B2 OS=Caenorhabditis elegans OX=6239 GN=ckb-2 PE=1 SV=2
Potra2n1c264	chr1	sp|F4IXT6|WTR19_ARATH WAT1-related protein At3g28060 OS=Arabidopsis thaliana OX=3702 GN=At3g28060 PE=3 SV=1
Potra2n1c265	chr1	sp|P0DPR2|RNF43_XENTR E3 ubiquitin-protein ligase RNF43 OS=Xenopus tropicalis OX=8364 GN=rnf43 PE=2 SV=1
Potra2n1c266	chr1	sp|P22760|AAAD_HUMAN Arylacetamide deacetylase OS=Homo sapiens OX=9606 GN=AADAC PE=1 SV=5
Potra2n1c267	chr1	sp|F4IXT6|WTR19_ARATH WAT1-related protein At3g28060 OS=Arabidopsis thaliana OX=3702 GN=At3g28060 PE=3 SV=1
Potra2n1c268	chr1	sp|Q4PSA3|MA659_ARATH 65-kDa microtubule-associated protein 9 OS=Arabidopsis thaliana OX=3702 GN=MAP65-9 PE=2 SV=1
Potra2n1c269	chr1	sp|Q9VA27|CP4C3_DROME Cytochrome P450 4c3 OS=Drosophila melanogaster OX=7227 GN=Cyp4c3 PE=2 SV=1
Potra2n1c270	chr1	sp|Q84WT8|CYT4_ARATH Cysteine proteinase inhibitor 4 OS=Arabidopsis thaliana OX=3702 GN=CYS4 PE=3 SV=2
Potra2n1c271	chr1	sp|Q62725|NFYC_RAT Nuclear transcription factor Y subunit gamma OS=Rattus norvegicus OX=10116 GN=Nfyc PE=2 SV=1
Potra2n1c272	chr1	sp|Q9SHV7|MD15C_ARATH Probable mediator of RNA polymerase II transcription subunit 15c OS=Arabidopsis thaliana OX=3702 GN=MED15C PE=3 SV=1
Potra2n1c273	chr1	sp|Q00384|ALKH_ZYMMO KHG/KDPG aldolase OS=Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4) OX=264203 GN=eda PE=1 SV=2
Potra2n1c274	chr1	None available
Potra2n1c275	chr1	sp|Q9CA71|FUT3_ARATH Fucosyltransferase 3 OS=Arabidopsis thaliana OX=3702 GN=FUT3 PE=2 SV=3
Potra2n1c276	chr1	sp|Q5M882|RPP29_RAT Ribonuclease P protein subunit p29 OS=Rattus norvegicus OX=10116 GN=Pop4 PE=2 SV=1
Potra2n1c277	chr1	sp|Q9CA71|FUT3_ARATH Fucosyltransferase 3 OS=Arabidopsis thaliana OX=3702 GN=FUT3 PE=2 SV=3
Potra2n1c278	chr1	sp|Q9CA71|FUT3_ARATH Fucosyltransferase 3 OS=Arabidopsis thaliana OX=3702 GN=FUT3 PE=2 SV=3
Potra2n1c279	chr1	sp|Q9CA71|FUT3_ARATH Fucosyltransferase 3 OS=Arabidopsis thaliana OX=3702 GN=FUT3 PE=2 SV=3
Potra2n1c280	chr1	sp|P25604|STP22_YEAST Suppressor protein STP22 of temperature-sensitive alpha-factor receptor and arginine permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STP22 PE=1 SV=3
Potra2n1c281	chr1	sp|Q51152|YHGF_NEIMB Uncharacterized protein NMB0075 OS=Neisseria meningitidis serogroup B (strain MC58) OX=122586 GN=NMB0075 PE=4 SV=2
Potra2n1c282	chr1	sp|Q6FJD5|NACA_CANGA Nascent polypeptide-associated complex subunit alpha OS=Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65) OX=284593 GN=EGD2 PE=3 SV=1
Potra2n1c283	chr1	sp|Q9C6A1|MTEFE_ARATH Transcription termination factor MTERF15, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=MTERF15 PE=2 SV=1
Potra2n1c284	chr1	None available
Potra2n1c285	chr1	None available
Potra2n1c286	chr1	None available
Potra2n1c287	chr1	sp|Q9ZT96|MTEF4_ARATH Transcription termination factor MTERF4, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=MTERF4 PE=1 SV=1
Potra2n1c288	chr1	sp|B6TGN4|MTEF4_MAIZE Transcription termination factor MTERF4, chloroplastic OS=Zea mays OX=4577 GN=MTERF4 PE=2 SV=1
Potra2n1c289	chr1	sp|F4JVI3|MTEF5_ARATH Transcription termination factor MTERF5, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=MTERF5 PE=1 SV=1
Potra2n1c290	chr1	sp|Q9FK23|MTEF8_ARATH Transcription termination factor MTERF8, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=MTERF8 PE=1 SV=1
Potra2n1c291	chr1	sp|Q9C6A1|MTEFE_ARATH Transcription termination factor MTERF15, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=MTERF15 PE=2 SV=1
Potra2n1c292	chr1	sp|Q9FM80|MTEF9_ARATH Transcription termination factor MTERF9, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=MTERF9 PE=2 SV=1
Potra2n1c293	chr1	None available
Potra2n1c294	chr1	sp|A8MS20|FB350_ARATH F-box protein At2g43440 OS=Arabidopsis thaliana OX=3702 GN=At2g43440 PE=2 SV=1
Potra2n1c295	chr1	None available
Potra2n1c296	chr1	sp|Q9U3V9|XMAS2_DROME Protein xmas-2 OS=Drosophila melanogaster OX=7227 GN=xmas-2 PE=1 SV=3
Potra2n1c297	chr1	sp|B7IFE0|DNAJ_THEAB Chaperone protein DnaJ OS=Thermosipho africanus (strain TCF52B) OX=484019 GN=dnaJ PE=3 SV=1
Potra2n1c298	chr1	None available
Potra2n1c299	chr1	sp|Q3E8J4|Y5168_ARATH Probably inactive receptor-like protein kinase At5g41680 OS=Arabidopsis thaliana OX=3702 GN=At5g41680 PE=2 SV=1
Potra2n1c300	chr1	sp|Q5APG6|CEF1_CANAL Pre-mRNA-splicing factor CEF1 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=CEF1 PE=3 SV=2
Potra2n1c301	chr1	sp|Q9ESJ0|XPO4_MOUSE Exportin-4 OS=Mus musculus OX=10090 GN=Xpo4 PE=1 SV=2
Potra2n1c302	chr1	sp|A5WW08|CHFR_DANRE E3 ubiquitin-protein ligase CHFR OS=Danio rerio OX=7955 GN=chfr PE=2 SV=1
Potra2n1c303	chr1	sp|P52841|SUHB_CAVPO 3-beta-hydroxysteroid sulfotransferase OS=Cavia porcellus OX=10141 GN=STD2 PE=1 SV=2
Potra2n1c304	chr1	sp|P50235|SUH3_RAT Alcohol sulfotransferase OS=Rattus norvegicus OX=10116 PE=2 SV=1
Potra2n1c305	chr1	sp|O35400|ST2B1_MOUSE Sulfotransferase 2B1 OS=Mus musculus OX=10090 GN=Sult2b1 PE=1 SV=2
Potra2n1c306	chr1	sp|Q08D57|SET1B_XENTR Histone-lysine N-methyltransferase SETD1B OS=Xenopus tropicalis OX=8364 GN=setd1b PE=2 SV=1
Potra2n1c307	chr1	sp|A0A1R3RGK1|OTA2_ASPC5 Ochratoxin nonribosomal peptide synthetase OS=Aspergillus carbonarius (strain ITEM 5010) OX=602072 GN=OTAnrps PE=2 SV=1
Potra2n1c308	chr1	sp|Q2QWE9|SGS3_ORYSJ Protein SUPPRESSOR OF GENE SILENCING 3 homolog OS=Oryza sativa subsp. japonica OX=39947 GN=SGS3 PE=3 SV=1
Potra2n1c309	chr1	sp|Q94981|ARI1_DROME E3 ubiquitin-protein ligase ariadne-1 OS=Drosophila melanogaster OX=7227 GN=ari-1 PE=1 SV=2
Potra2n1c310	chr1	None available
Potra2n1c311	chr1	None available
Potra2n1c312	chr1	sp|P44160|Y1317_HAEIN Putative glucose-6-phosphate 1-epimerase OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_1317 PE=3 SV=1
Potra2n1c313	chr1	sp|Q5JEY0|DHYS_THEKO Probable deoxyhypusine synthase OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) OX=69014 GN=dys PE=3 SV=1
Potra2n1c314	chr1	None available
Potra2n1c315	chr1	sp|Q9T020|Y4391_ARATH Probable receptor-like protein kinase At4g39110 OS=Arabidopsis thaliana OX=3702 GN=At4g39110 PE=3 SV=1
Potra2n1c316	chr1	sp|Q71UE8|NEDD8_RAT NEDD8 OS=Rattus norvegicus OX=10116 GN=Nedd8 PE=1 SV=1
Potra2n1c317	chr1	sp|Q86VE9|SERC5_HUMAN Serine incorporator 5 OS=Homo sapiens OX=9606 GN=SERINC5 PE=2 SV=1
Potra2n1c318	chr1	None available
Potra2n1c319	chr1	None available
Potra2n1c320	chr1	sp|Q9LMN8|WAK3_ARATH Wall-associated receptor kinase 3 OS=Arabidopsis thaliana OX=3702 GN=WAK3 PE=2 SV=2
Potra2n1c321	chr1	sp|Q9LMN6|WAK4_ARATH Wall-associated receptor kinase 4 OS=Arabidopsis thaliana OX=3702 GN=WAK4 PE=2 SV=1
Potra2n1c322	chr1	None available
Potra2n1c323	chr1	None available
Potra2n1c324	chr1	None available
Potra2n1c325	chr1	sp|Q9LMN6|WAK4_ARATH Wall-associated receptor kinase 4 OS=Arabidopsis thaliana OX=3702 GN=WAK4 PE=2 SV=1
Potra2n1c326	chr1	None available
Potra2n1c327	chr1	sp|P16050|LOX15_HUMAN Arachidonate 15-lipoxygenase OS=Homo sapiens OX=9606 GN=ALOX15 PE=1 SV=3
Potra2n1c328	chr1	sp|Q4WA38|MNLOX_ASPFU Manganese lipoxygenase OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) OX=330879 GN=AFUA_4G02770 PE=1 SV=1
Potra2n1c329	chr1	sp|P38990|SAK1_YEAST SNF1-activating kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAK1 PE=1 SV=1
Potra2n1c330	chr1	sp|Q17345|CNOT7_CAEEL CCR4-NOT transcription complex subunit 7 OS=Caenorhabditis elegans OX=6239 GN=ccf-1 PE=2 SV=1
Potra2n1c331	chr1	None available
Potra2n1c332	chr1	None available
Potra2n1c333	chr1	None available
Potra2n1c334	chr1	sp|Q944S3|TLP5_ARATH Tubby-like F-box protein 5 OS=Arabidopsis thaliana OX=3702 GN=TULP5 PE=2 SV=1
Potra2n1c335	chr1	sp|Q9LSX0|ERF96_ARATH Ethylene-responsive transcription factor ERF096 OS=Arabidopsis thaliana OX=3702 GN=ERF096 PE=1 SV=1
Potra2n1c336	chr1	None available
Potra2n1c337	chr1	sp|Q9XIQ7|FBT7_ARATH Probable folate-biopterin transporter 7 OS=Arabidopsis thaliana OX=3702 GN=At1g64890 PE=2 SV=1
Potra2n1c338	chr1	sp|A2ZC67|ASP1_ORYSI Aspartic proteinase Asp1 OS=Oryza sativa subsp. indica OX=39946 GN=ASP1 PE=2 SV=2
Potra2n1c339	chr1	None available
Potra2n1c340	chr1	sp|Q6K678|HDR1_ORYSJ Protein HEADING DATE REPRESSOR 1 OS=Oryza sativa subsp. japonica OX=39947 GN=HDR1 PE=1 SV=1
Potra2n1c341	chr1	None available
Potra2n1c342	chr1	None available
Potra2n1c343	chr1	None available
Potra2n1c344	chr1	sp|O74304|WIN1_SCHPO MAP kinase kinase kinase win1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=win1 PE=1 SV=1
Potra2n1c345	chr1	sp|Q55GU0|Y9955_DICDI Probable serine/threonine-protein kinase DDB_G0267514 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0267514 PE=3 SV=1
Potra2n1c346	chr1	None available
Potra2n1c347	chr1	sp|O81069|Y2899_ARATH Probable leucine-rich repeat receptor-like protein kinase At2g28990 OS=Arabidopsis thaliana OX=3702 GN=At2g28990 PE=1 SV=1
Potra2n1c348	chr1	sp|P86237|HS71L_MESAU Heat shock 70 kDa protein 1-like (Fragments) OS=Mesocricetus auratus OX=10036 GN=HSPA1L PE=1 SV=1
Potra2n1c349	chr1	sp|P86237|HS71L_MESAU Heat shock 70 kDa protein 1-like (Fragments) OS=Mesocricetus auratus OX=10036 GN=HSPA1L PE=1 SV=1
Potra2n1c350	chr1	None available
Potra2n1c351	chr1	sp|Q39048|CER2_ARATH Protein ECERIFERUM 2 OS=Arabidopsis thaliana OX=3702 GN=CER2 PE=1 SV=1
Potra2n1c352	chr1	sp|Q5M821|PPM1H_RAT Protein phosphatase 1H OS=Rattus norvegicus OX=10116 GN=Ppm1h PE=1 SV=2
Potra2n1c353	chr1	sp|P63036|DNJA1_RAT DnaJ homolog subfamily A member 1 OS=Rattus norvegicus OX=10116 GN=Dnaja1 PE=1 SV=1
Potra2n1c354	chr1	sp|Q4WCV3|MRS2_ASPFU Mitochondrial inner membrane magnesium transporter mrs2 OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) OX=330879 GN=mrs2 PE=3 SV=1
Potra2n1c355	chr1	None available
Potra2n1c356	chr1	sp|P38334|TRS20_YEAST Trafficking protein particle complex subunit 20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRS20 PE=1 SV=1
Potra2n1c357	chr1	sp|Q8GZA6|PP113_ARATH Pentatricopeptide repeat-containing protein At1g71210, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At1g71210 PE=1 SV=1
Potra2n1c358	chr1	sp|Q9C7T7|CEPR2_ARATH Receptor protein-tyrosine kinase CEPR2 OS=Arabidopsis thaliana OX=3702 GN=CEPR2 PE=1 SV=1
Potra2n1c359	chr1	sp|Q38849|KAT2_ARATH Potassium channel KAT2 OS=Arabidopsis thaliana OX=3702 GN=KAT2 PE=1 SV=3
Potra2n1c360	chr1	None available
Potra2n1c361	chr1	None available
Potra2n1c362	chr1	sp|C0LGR9|Y4312_ARATH Probable LRR receptor-like serine/threonine-protein kinase At4g31250 OS=Arabidopsis thaliana OX=3702 GN=At4g31250 PE=1 SV=1
Potra2n1c363	chr1	sp|Q9SAH5|PLMT_ARATH Phosphatidyl-N-methylethanolamine N-methyltransferase OS=Arabidopsis thaliana OX=3702 GN=PLMT PE=2 SV=1
Potra2n1c364	chr1	sp|Q9S9N6|PNSB1_ARATH Photosynthetic NDH subunit of subcomplex B 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PNSB1 PE=2 SV=1
Potra2n1c365	chr1	None available
Potra2n1c366	chr1	sp|Q93WV7|WRK67_ARATH Probable WRKY transcription factor 67 OS=Arabidopsis thaliana OX=3702 GN=WRKY67 PE=2 SV=1
Potra2n1c367	chr1	sp|P43493|THCC_RHOER Rhodocoxin OS=Rhodococcus erythropolis OX=1833 GN=thcC PE=1 SV=2
Potra2n1c368	chr1	None available
Potra2n1c369	chr1	None available
Potra2n1c370	chr1	sp|Q9S814|EIN2_ARATH Ethylene-insensitive protein 2 OS=Arabidopsis thaliana OX=3702 GN=EIN2 PE=1 SV=1
Potra2n1c371	chr1	sp|Q3ZBE9|NSDHL_BOVIN Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Bos taurus OX=9913 GN=NSDHL PE=2 SV=1
Potra2n1c372	chr1	sp|Q6P9Z1|SMRD3_MOUSE SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3 OS=Mus musculus OX=10090 GN=Smarcd3 PE=1 SV=2
Potra2n1c373	chr1	sp|A3ACF3|MOCS3_ORYSJ Adenylyltransferase and sulfurtransferase MOCS3 OS=Oryza sativa subsp. japonica OX=39947 GN=MOCS3 PE=3 SV=1
Potra2n1c374	chr1	sp|Q9Y7K4|YGI2_SCHPO Uncharacterized protein C2A9.02 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC2A9.02 PE=3 SV=1
Potra2n1c375	chr1	None available
Potra2n1c376	chr1	sp|Q9H2F3|3BHS7_HUMAN 3 beta-hydroxysteroid dehydrogenase type 7 OS=Homo sapiens OX=9606 GN=HSD3B7 PE=1 SV=2
Potra2n1c377	chr1	sp|P62427|RL7A_NANEQ 50S ribosomal protein L7Ae OS=Nanoarchaeum equitans (strain Kin4-M) OX=228908 GN=rpl7ae PE=3 SV=1
Potra2n1c378	chr1	sp|Q9SFX6|CAF1C_ARATH Putative CCR4-associated factor 1 homolog 3 OS=Arabidopsis thaliana OX=3702 GN=CAF1-3 PE=3 SV=1
Potra2n1c379	chr1	sp|P22094|GLA_LACLC Glycerol facilitator-aquaporin gla OS=Lactococcus lactis subsp. cremoris OX=1359 GN=gla PE=1 SV=1
Potra2n1c380	chr1	None available
Potra2n1c381	chr1	sp|Q9VE50|GOSR1_DROME Golgi SNAP receptor complex member 1 OS=Drosophila melanogaster OX=7227 GN=Gos28 PE=2 SV=1
Potra2n1c382	chr1	sp|Q9SXD1|PPR91_ARATH Pentatricopeptide repeat-containing protein At1g62670, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At1g62670 PE=3 SV=2
Potra2n1c383	chr1	sp|Q0W1W7|RL30_METAR 50S ribosomal protein L30 OS=Methanocella arvoryzae (strain DSM 22066 / NBRC 105507 / MRE50) OX=351160 GN=rpl30 PE=3 SV=1
Potra2n1c384	chr1	sp|Q9FG05|GIS2_ARATH Zinc finger protein GIS2 OS=Arabidopsis thaliana OX=3702 GN=GIS2 PE=2 SV=1
Potra2n1c385	chr1	sp|O94675|MAM33_SCHPO Mitochondrial acidic protein mam33 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC776.07 PE=3 SV=1
Potra2n1c386	chr1	sp|Q4KM30|DESI1_RAT Desumoylating isopeptidase 1 OS=Rattus norvegicus OX=10116 GN=Desi1 PE=2 SV=1
Potra2n1c387	chr1	sp|P0CN06|DCN1_CRYNJ Defective in cullin neddylation protein 1 OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=DCN1 PE=3 SV=1
Potra2n1c388	chr1	sp|Q8LLD0|NUP96_ARATH Nuclear pore complex protein NUP96 OS=Arabidopsis thaliana OX=3702 GN=NUP96 PE=1 SV=1
Potra2n1c389	chr1	sp|A2QPW4|CIAO1_ASPNC Probable cytosolic iron-sulfur protein assembly protein 1 OS=Aspergillus niger (strain CBS 513.88 / FGSC A1513) OX=425011 GN=cia1 PE=3 SV=1
Potra2n1c390	chr1	sp|Q3T5N4|DRE1B_ORYSJ Dehydration-responsive element-binding protein 1B OS=Oryza sativa subsp. japonica OX=39947 GN=DREB1B PE=2 SV=1
Potra2n1c391	chr1	sp|Q5XF89|AT133_MOUSE Probable cation-transporting ATPase 13A3 OS=Mus musculus OX=10090 GN=Atp13a3 PE=1 SV=1
Potra2n1c392	chr1	sp|Q02977|YRK_CHICK Proto-oncogene tyrosine-protein kinase Yrk OS=Gallus gallus OX=9031 GN=YRK PE=2 SV=2
Potra2n1c393	chr1	None available
Potra2n1c394	chr1	sp|P55469|Y4GM_SINFN Uncharacterized ABC transporter ATP-binding protein y4gM OS=Sinorhizobium fredii (strain NBRC 101917 / NGR234) OX=394 GN=NGR_a03510 PE=3 SV=1
Potra2n1c395	chr1	sp|Q6HI76|Y2424_BACHK Putative ABC transporter ATP-binding protein BT9727_2424 OS=Bacillus thuringiensis subsp. konkukian (strain 97-27) OX=281309 GN=BT9727_2424 PE=3 SV=1
Potra2n1c396	chr1	sp|Q7PC83|AB41G_ARATH ABC transporter G family member 41 OS=Arabidopsis thaliana OX=3702 GN=ABCG41 PE=2 SV=1
Potra2n1c397	chr1	sp|B3Y522|DCD_DRYCA Dammaradiene synthase OS=Dryopteris crassirhizoma OX=97234 GN=DCD PE=1 SV=1
Potra2n1c398	chr1	sp|Q5PQN2|BFAR_RAT Bifunctional apoptosis regulator OS=Rattus norvegicus OX=10116 GN=Bfar PE=2 SV=1
Potra2n1c399	chr1	sp|Q9NYS7|WSB2_HUMAN WD repeat and SOCS box-containing protein 2 OS=Homo sapiens OX=9606 GN=WSB2 PE=2 SV=1
Potra2n1c400	chr1	None available
Potra2n1c401	chr1	sp|F4IXT6|WTR19_ARATH WAT1-related protein At3g28060 OS=Arabidopsis thaliana OX=3702 GN=At3g28060 PE=3 SV=1
Potra2n1c402	chr1	None available
Potra2n1c403	chr1	None available
Potra2n1c404	chr1	None available
Potra2n1c405	chr1	sp|Q49WB0|CDR_STAS1 Coenzyme A disulfide reductase OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41) OX=342451 GN=cdr PE=3 SV=1
Potra2n1c406	chr1	sp|A1A6M1|PTAC5_ARATH Protein disulfide isomerase pTAC5, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PTAC5 PE=1 SV=1
Potra2n1c407	chr1	sp|O81866|P2A02_ARATH Protein PHLOEM PROTEIN 2-LIKE A2 OS=Arabidopsis thaliana OX=3702 GN=PP2A2 PE=2 SV=1
Potra2n1c408	chr1	sp|Q7XUU0|CSLH3_ORYSJ Putative cellulose synthase-like protein H3 OS=Oryza sativa subsp. japonica OX=39947 GN=CSLH3 PE=3 SV=3
Potra2n1c409	chr1	sp|Q3ISA5|RFCL_NATPD Replication factor C large subunit OS=Natronomonas pharaonis (strain ATCC 35678 / DSM 2160 / CIP 103997 / NBRC 14720 / NCIMB 2260 / Gabara) OX=348780 GN=rfcL PE=3 SV=1
Potra2n1c410	chr1	sp|Q6P7L4|SC22B_XENTR Vesicle-trafficking protein SEC22b OS=Xenopus tropicalis OX=8364 GN=sec22b PE=2 SV=1
Potra2n1c411	chr1	sp|Q9FKV5|MS5L1_ARATH Protein POLLENLESS 3-LIKE 1 OS=Arabidopsis thaliana OX=3702 GN=At5g44330 PE=2 SV=1
Potra2n1c412	chr1	sp|A1TEL7|MPRA_MYCVP Response regulator MprA OS=Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / NRRL B-24157 / PYR-1) OX=350058 GN=mprA PE=3 SV=1
Potra2n1c413	chr1	sp|P35163|RESD_BACSU Transcriptional regulatory protein ResD OS=Bacillus subtilis (strain 168) OX=224308 GN=resD PE=3 SV=2
Potra2n1c414	chr1	sp|Q9P4U6|TCSB_EMENI Two-component system protein B OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=tcsB PE=1 SV=2
Potra2n1c415	chr1	sp|F2R776|ROX_STRVP Rifampicin monooxygenase OS=Streptomyces venezuelae (strain ATCC 10712 / CBS 650.69 / DSM 40230 / JCM 4526 / NBRC 13096 / PD 04745) OX=953739 GN=rox PE=1 SV=1
Potra2n1c416	chr1	None available
